settlement_id,vendor_name,amount,txn_date,reference_id,description
STL-000565-0,Bharti Airtel Limited,202323.28,2026-02-19,RZP2946681232,Subscription charge RZP294
STL-000568-0,HDFC Bank Limited,908.07,2026-06-28,,Order settlement RZP489
STL-000569-0,BigBaske tInnovative Retail Concepts,128801.26,2026-06-19,,Merchant settlement batch RZP199
STL-000571-0,Ola Cabs Pvt Ltd,8081.68,2026-05-08,RZP7365814162,Payment for invoice RZP736
STL-000572-0,Infosys Ltd,26501.6,2026-01-08,RZP1997224811,Vendor payout RZP199
STL-000574-0,PhonePe Pvt Ltd,202140.6,2026-02-27,RZP2213519513,Payment for invoice RZP221
STL-000575-0,Reliance Inds Ltd,76435.5,2026-06-01,RZP5893367562,Subscription charge RZP589
STL-000576-0,Flipkart Internet Private Limited,79084.17,2026-03-18,RZP8446168753,Merchant settlement batch RZP844
STL-000578-0,Airtel Ltd,214209.54,2026-04-12,,Subscription charge RZP289
STL-000579-0,Mahindra Mahindra Ltd,69785.26,2026-02-19,RZP750,Order settlement RZP750
STL-000580-0,BigBasket Innovative Retail Concepts,72876.46,2026-02-07,RZP2816381783,Payment for invoice RZP281
STL-000581-0,Airtel Ltd,231483.53,2026-01-25,RZP3491534172,Vendor payout RZP349
STL-000582-0,BIGBASKET INNOVATIVE RETAIL CONCEPTS,75777.0,2026-06-02,RZP963,Vendor payout RZP963
STL-000583-0,RIL,29977.13,2026-01-23,RZP1692594605,Subscription charge RZP169
STL-000584-0,PhonePe Pvt Ltd,74677.22,2026-02-02,RZP0097180558,Merchant settlement batch RZP009
STL-000585-0,Cred Dreamplug Technologies Private Limited,134814.6,2026-06-16,,Vendor payout RZP179
STL-000587-0,Mahindra & Mahindra Limited,164840.22,2026-04-24,RZP1439965660,Payment for invoice RZP143
STL-000588-0,MAHINDRA & MAHINDRA LIMITED,209407.01,2026-02-25,,Subscription charge RZP962
STL-000589-0,Adani Enterprises Limited,169179.94,2026-06-28,RZP126,Order settlement RZP126
STL-000590-0,ICICI Bank Ltd,79192.34,2026-04-24,RZP3922564309,Subscription charge RZP392
STL-000591-0,Wipro Limited,68520.65,2026-01-26,RZP3931917384,Subscription charge RZP393
STL-000592-0,Cred Dreamplug Technologies Private Limited,216369.78,2026-05-22,,Payment for invoice RZP200
STL-000593-0,ICICI Bank Limited,64868.12,2026-06-25,RZP5113707972,Order settlement RZP511
STL-000594-0,Flipkart Internet Private Limited,45326.94,2026-04-01,RZP7524988389,Subscription charge RZP752
STL-000596-0,ICICI Bnak Limited,119992.04,2026-05-12,,Payment for invoice RZP665
STL-000597-0,OLACABS,171066.91,2026-01-12,RZP6968520859,Merchant settlement batch RZP696
STL-000598-0,Bharti Airtel Limited,93414.93,2026-01-30,RZP3688824206,Payment for invoice RZP368
STL-000264-0,Infosys Limietd,235184.64,2026-02-13,RZP9756262682,Order settlement RZP975
STL-000561-0,Reliance Industries Limited,174413.23,2026-06-18,RZP169,Order settlement RZP169
STL-BATCH-000020-000153-000384,Tata Consultancy Services,74244.04,2026-04-19,,Merchant settlement batch covering 3 transactions
STL-BATCH-000291-000337-000567,ADANIENT,346244.05,2026-02-19,,Merchant settlement batch covering 3 transactions
STL-BATCH-000244-000277-000586,Bharti Airtel Limited,140417.2,2026-06-01,,Merchant settlement batch covering 3 transactions
STL-BATCH-000010-000222-000523,BigBasket Innovative Retail Concepts,625041.12,2026-02-14,,Merchant settlement batch covering 3 transactions
STL-000530-0,BigBasket Innovative Retail Concepts,67193.61,2026-04-13,RZP6762842243,Service fee RZP676
STL-BATCH-000061-000241,Cred Dreamplug Technologies Pvt Ltd,337802.95,2026-02-17,,Merchant settlement batch covering 2 transactions
STL-BATCH-000406-000441,CRED DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,193730.51,2026-01-07,,Merchant settlement batch covering 2 transactions
STL-000577-0,CRED DREAMPLUG TECHNOLOGIES PRIVATE LIMITED,119648.94,2026-02-25,RZP4739382787,Merchant settlement batch RZP473
STL-000317-0,Flipkart Internet Private Limited,68939.82,2026-06-03,RZP950,Subscription charge RZP950
STL-000019-0,HDFC Bk,234741.66,2026-02-04,RZP2871223685,Vendor payout RZP287
STL-BATCH-000489-000558,ICICI Bk,354912.16,2026-01-15,,Merchant settlement batch covering 2 transactions
STL-000595-0,Infosys Limited,158723.97,2026-01-20,RZP791,Service fee RZP791
STL-BATCH-000240-000445,Larsen & Toubro Ltd,281450.06,2026-05-14,,Merchant settlement batch covering 2 transactions
STL-000599-0,Mahindra Mahindra Ltd,232287.89,2026-06-14,RZP589,Merchant settlement batch RZP589
STL-BATCH-000086-000570,Meesho Fashnear Technologies,236859.94,2026-06-17,,Merchant settlement batch covering 2 transactions
STL-000257-0,NYKAA,203534.45,2026-01-27,,Vendor payout RZP665
STL-BATCH-000056-000418,Ola Cabs Private Limited,121917.05,2026-01-01,,Merchant settlement batch covering 2 transactions
STL-BATCH-000223-000311,PHONEPE,263272.49,2026-05-13,,Merchant settlement batch covering 2 transactions
STL-000449-0,RELIANCE INDUSTRIES LIMITED,64710.45,2026-03-13,RZP6189408068,Subscription charge RZP618
STL-BATCH-000201-000305,Bundl Technologies,201553.32,2026-04-08,,Merchant settlement batch covering 2 transactions
STL-BATCH-000453-000547,TATA CONSULTANCY SERVICES,377276.36,2026-06-23,,Merchant settlement batch covering 2 transactions
STL-000533-0,Urban Company Pvt Ltd,50177.38,2026-02-20,RZP6277816187,Payment for invoice RZP627
STL-000075-0,Zomato Ltd,93084.09,2026-06-02,RZP546,Order settlement RZP546
STL-000230-0,Cred Dreamplug Technologies Private Limited,177061.03,2026-05-27,RZP8376649331,Service fee RZP837
STL-000345-0,ICICI Bank Limited,115975.2,2026-06-15,RZP4717961441,Order settlement RZP471
STL-000304-0,Infosys Limited,52467.69,2026-04-12,RZP1085037021,Order settlement RZP108
STL-000295-0,MEESHO FASHNEAR TECHNOLOGIES,89103.44,2026-01-30,RZP1094089833,Payment for invoice RZP109
STL-000488-0,NYKAA,235943.5,2026-04-25,RZP1089039107,Order settlement RZP108
STL-000157-0,URBAN COMPANY TECHNOLOGIES PRIVATE LIMITED,138751.79,2026-04-15,,Payment for invoice RZP105
STL-000293-0,Wipro Ltd,169276.71,2026-03-01,RZP8435722373,Order settlement RZP843
STL-000087-0,Zomato Limited,37866.71,2026-01-18,RZP4675304032,Service fee RZP467
