ledger_id,vendor_name,amount,txn_date,reference_id,description
LED-000536,URBAN COMPANY TECHNOLOGIES PRIVATE LIMITED,7671.5,2026-02-05,RZP5190883464,Subscription charge RZP5190883464
LED-000537,M&M Ltd,81620.97,2026-01-06,RZP5019957953,Merchant settlement batch RZP5019957953
LED-000538,Swiggy Bundl Technologies Private Limited,16067.76,2026-04-09,RZP1154801506,Merchant settlement batch RZP1154801506
LED-000539,L AND T LIMITED,17512.34,2026-04-09,RZP2260051841,Order settlement RZP2260051841
LED-000540,PhonePe Private Limited,119641.05,2026-01-18,RZP3928386153,Service fee RZP3928386153
LED-000541,Flipkart Internet Private Limited,68968.93,2026-01-02,RZP9486235440,Vendor payout RZP9486235440
LED-000542,Flipkart Internet Private Limited,86793.44,2026-03-18,RZP3884164366,Merchant settlement batch RZP3884164366
LED-000543,Tata Consultancy Services,60037.86,2026-02-10,RZP2629672495,Service fee RZP2629672495
LED-000544,HDFC Bank Limited,126173.05,2026-03-25,RZP4120066433,Service fee RZP4120066433
LED-000545,Reliance Industries Limited,62763.84,2026-02-04,RZP3740529188,Subscription charge RZP3740529188
LED-000546,Meesho Fashnear Technologies,25263.7,2026-03-17,RZP1716024178,Service fee RZP1716024178
LED-000547,Tata Consultancy Services,209149.81,2026-05-14,RZP6783300779,Service fee RZP6783300779
LED-000548,Larsen & Toubro Limited,22982.9,2026-04-18,RZP0086090867,Merchant settlement batch RZP0086090867
LED-000549,HDFC Bank Limited,203933.74,2026-03-24,RZP5125912314,Vendor payout RZP5125912314
LED-000550,Larsen & Toubro Limited,114775.17,2026-01-17,RZP6260847497,Vendor payout RZP6260847497
LED-000551,HDFC Bank Ltd,150026.81,2026-06-11,RZP6696368384,Vendor payout RZP6696368384
LED-000552,Cred Dreamplug Technologies Private Limited,112310.55,2026-05-11,RZP6259268377,Payment for invoice RZP6259268377
LED-000553,ICICI Bank Limited,93724.73,2026-03-17,RZP2362794813,Order settlement RZP2362794813
LED-000554,PhonePe Private Limited,162064.4,2026-03-15,RZP7273209986,Order settlement RZP7273209986
LED-000555,Swigg yBundl Technologies Private Limited,130439.76,2026-02-16,RZP4080161205,Subscription charge RZP4080161205
LED-000556,Infosys Limited,106646.02,2026-04-30,RZP3721224627,Payment for invoice RZP3721224627
LED-000557,Nykaa E-Retail Private Limited,99651.38,2026-02-12,RZP4464194740,Service fee RZP4464194740
LED-000558,ICICI Bank Limited,138280.11,2026-02-14,RZP2443601411,Subscription charge RZP2443601411
LED-000559,Nykaa E-Retail Private Limited,122939.71,2026-04-17,RZP9934654093,Order settlement RZP9934654093
LED-000560,PhonePe Private Limited,239280.65,2026-03-31,RZP5466697208,Subscription charge RZP5466697208
LED-000561,Reliance Industries Limited,174413.23,2026-06-15,RZP1691256110,Order settlement RZP1691256110
LED-000562,Swiggy Bundl Technologies Private Limited,176561.53,2026-01-21,RZP5148239633,Service fee RZP5148239633
LED-000563,Infosys Limited,27452.13,2026-05-27,RZP7317933980,Vendor payout RZP7317933980
LED-000564,PhonePe Private Limited,131311.75,2026-06-17,RZP2411145152,Payment for invoice RZP2411145152
LED-000565,Bharti Airtel Limited,202323.28,2026-02-19,RZP2946681232,Subscription charge RZP2946681232
LED-000567,Adani Enterprises Limited,233042.28,2026-05-02,RZP7636332336,Merchant settlement batch RZP7636332336
LED-000568,HDFC Bank Limited,920.7,2026-06-28,RZP4890159724,Order settlement RZP4890159724
LED-000569,BigBasket Innovative Retail Concepts,128801.26,2026-06-19,RZP1998030834,Service fee RZP1998030834
LED-000570,Meesho Fashnear Technologies,198521.0,2026-03-31,RZP4999897211,Subscription charge RZP4999897211
LED-000571,Ola Cabs Private Limited,8081.68,2026-05-08,RZP7365814162,Vendor payout RZP7365814162
LED-000572,INFOSYS LIMITED,26501.6,2026-01-08,RZP1997224811,Vendor payout RZP1997224811
LED-000573,BigBasket Innovative Retail Concepts,22746.87,2026-06-27,RZP3259039776,Payment for invoice RZP3259039776
LED-000574,PhonePe Private Limited,202140.6,2026-02-27,RZP2213519513,Vendor payout RZP2213519513
LED-000575,Reliance Industrie sLimited,77803.11,2026-06-01,RZP5893367562,Vendor payout RZP5893367562
LED-000576,Flipkart Internet Private Limited,79084.17,2026-03-17,RZP8446168753,Payment for invoice RZP8446168753
LED-000577,Cred Dreamplug Technologies Pvt Ltd,119648.94,2026-02-25,RZP4739382787,Order settlement RZP4739382787
LED-000578,Bharti Airtel Limited,214216.18,2026-04-11,RZP2891034433,Payment for invoice RZP2891034433
LED-000579,M&M Ltd,70698.67,2026-02-19,RZP7503780936,Vendor payout RZP7503780936
LED-000580,BigBasket Innovative Retail Concepts,72876.73,2026-02-07,RZP2816381783,Payment for invoice RZP2816381783
LED-000581,Bharti Airtel Ltd,231507.44,2026-01-25,RZP3491534172,Order settlement RZP3491534172
LED-000582,BigBasket Innovative Retail Concepts,75777.0,2026-06-02,RZP9636767862,Service fee RZP9636767862
LED-000583,Reliance Industries Limited,30132.1,2026-01-22,RZP1692594605,Payment for invoice RZP1692594605
LED-000584,PhonePe Private Limited,74696.08,2026-02-02,RZP0097180558,Order settlement RZP0097180558
LED-000585,Cred Dreamplug Technologies Private Limited,134814.6,2026-06-16,RZP1798151581,Order settlement RZP1798151581
LED-000586,Airtel Ltd,22092.06,2026-03-07,RZP8095354903,Vendor payout RZP8095354903
LED-000587,Mahindra & Mahindra Limited,164840.52,2026-04-24,RZP1439965660,Service fee RZP1439965660
LED-000588,Mahindra & Mahindra Limited,214042.88,2026-02-25,RZP9623160239,Order settlement RZP9623160239
LED-000589,Adani Enterprises Limited,169179.94,2026-06-27,RZP1262667565,Payment for invoice RZP1262667565
LED-000590,ICICI Bank Limited,79192.63,2026-04-22,RZP3922564309,Subscription charge RZP3922564309
LED-000591,Wipro Limited,68520.65,2026-01-26,RZP3931917384,Vendor payout RZP3931917384
LED-000592,Cred Dreamplug Technologies Private Limited,216369.78,2026-05-22,RZP2003718675,Service fee RZP2003718675
LED-000593,ICICI Bank Limited,64876.4,2026-06-25,RZP5113707972,Payment for invoice RZP5113707972
LED-000594,FLIPKART,45898.67,2026-04-01,RZP7524988389,Order settlement RZP7524988389
LED-000595,Infosys Limited,158723.97,2026-01-20,RZP7910754894,Payment for invoice RZP7910754894
LED-000596,ICICI Bank Limited,119992.04,2026-05-12,RZP6651018045,Subscription charge RZP6651018045
LED-000597,Ola Cabs Private Limited,171066.91,2026-01-11,RZP6968520859,Vendor payout RZP6968520859
LED-000598,Bharti Airtel Limited,93414.93,2026-01-29,RZP3688824206,Payment for invoice RZP3688824206
LED-000599,Mahindra & Mahindra Limited,232287.89,2026-06-14,RZP5898800421,Vendor payout RZP5898800421
