ledger_public_id,settlement_public_id,group_size,relationship_type_candidate,is_potential_one_to_many,is_potential_many_to_one,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,description_embedding_cosine_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,split,label
LED-000071,STL-000068-0|STL-000200-2|STL-000229-0,3,one_to_many,1,0,6090.84,0.025088,1.025088,4,0.857143,0.77381,0.857143,1.0,0,0.876501,0,0,0.230769,0.142857,0,0,0,158,179,335,train,0
LED-000071,STL-000068-0|STL-000200-2|STL-000342-0,3,one_to_many,1,0,4167.06,0.017164,1.017164,4,0.857143,0.77381,0.857143,1.0,0,0.876501,0,0,0.230769,0.720082,0,0,0,158,179,335,train,0
LED-000071,STL-000068-0|STL-000206-0|STL-000300-0,3,one_to_many,1,0,5055.83,0.020825,0.979175,4,0.857143,0.77381,0.857143,1.0,0,0.876501,0,0,0.0,0.142857,0,1,0,158,179,335,train,0
LED-000071,STL-000071-0|STL-000071-1|STL-000200-0,3,one_to_many,1,0,1082.8,0.00446,0.99554,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,175,331,train,0
LED-000071,STL-000071-0|STL-000071-1|STL-000200-2,3,one_to_many,1,0,1147.11,0.004725,0.995275,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,178,334,train,0
LED-000071,STL-000071-0|STL-000103-0|STL-000127-0,3,one_to_many,1,0,4872.51,0.02007,1.02007,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,105,261,train,0
LED-000071,STL-000071-0|STL-000103-0|STL-000214-0,3,one_to_many,1,0,4439.33,0.018286,1.018286,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,105,261,train,0
LED-000071,STL-000071-0|STL-000103-0|STL-000521-0,3,one_to_many,1,0,5839.54,0.024053,1.024053,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,105,261,train,0
LED-000071,STL-000071-0|STL-000127-0|STL-000521-0,3,one_to_many,1,0,5860.65,0.02414,0.97586,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,93,249,train,0
LED-000071,STL-000071-0|STL-000190-0|STL-000200-0,3,one_to_many,1,0,2421.05,0.009972,1.009972,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,175,331,train,0
LED-000071,STL-000071-0|STL-000190-0|STL-000200-2,3,one_to_many,1,0,2356.74,0.009707,1.009707,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,178,334,train,0
LED-000071,STL-000071-0|STL-000192-0|STL-000200-0,3,one_to_many,1,0,958.3,0.003947,1.003947,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,175,331,train,0
LED-000071,STL-000071-0|STL-000192-0|STL-000200-2,3,one_to_many,1,0,893.99,0.003682,1.003682,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.178174,0,0,0,158,178,334,train,0
LED-000071,STL-000071-1|STL-000127-0|STL-000214-0,3,one_to_many,1,0,202.08,0.000832,1.000832,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.093048,0,0,0,158,87,243,train,0
LED-000071,STL-000071-1|STL-000127-0|STL-000521-0,3,one_to_many,1,0,1602.29,0.0066,1.0066,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.093048,0,0,0,158,93,249,train,0
LED-000071,STL-000071-1|STL-000214-0|STL-000521-0,3,one_to_many,1,0,1169.11,0.004816,1.004816,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.093048,0,0,0,158,93,249,train,0
LED-000071,STL-000102-0|STL-000200-0|STL-000469-0,3,one_to_many,1,0,5343.87,0.022011,0.977989,4,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.307692,0.142857,0,0,0,158,175,331,train,0
LED-000071,STL-000102-0|STL-000200-2|STL-000469-0,3,one_to_many,1,0,5408.18,0.022276,0.977724,4,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.307692,0.142857,0,0,0,158,178,334,train,0
LED-000071,STL-000102-0|STL-000206-0|STL-000469-0,3,one_to_many,1,0,2166.72,0.008925,1.008925,4,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.307692,0.142857,0,0,0,158,137,293,train,0
LED-000071,STL-000103-0|STL-000122-0|STL-000469-0,3,one_to_many,1,0,5790.11,0.023849,1.023849,1,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.230769,0.720082,0,0,0,158,125,281,train,0
LED-000071,STL-000103-0|STL-000200-0|STL-000300-0,3,one_to_many,1,0,3609.8,0.014869,1.014869,4,0.355556,0.528457,0.355556,0.355556,0,0.060858,0,0,0.230769,0.133631,0,0,0,158,175,331,train,0
LED-000071,STL-000103-0|STL-000200-2|STL-000300-0,3,one_to_many,1,0,3545.49,0.014604,1.014604,4,0.355556,0.528457,0.355556,0.355556,0,0.060858,0,0,0.230769,0.133631,0,0,0,158,178,334,train,0
LED-000071,STL-000122-0|STL-000127-0|STL-000469-0,3,one_to_many,1,0,5910.08,0.024344,0.975656,1,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.230769,0.720082,0,0,0,158,125,281,train,0
LED-000071,STL-000122-0|STL-000469-0|STL-000521-0,3,one_to_many,1,0,4943.05,0.02036,0.97964,1,0.618182,0.671285,0.581818,0.615385,0,0.494902,0,0,0.230769,0.720082,0,0,0,158,125,281,train,0
LED-000071,STL-000127-0|STL-000190-0|STL-000214-0,3,one_to_many,1,0,3705.93,0.015265,1.015265,2,0.539683,0.611905,0.539683,0.6,0,0.440741,0,0,0.230769,0.085592,0,0,0,158,87,243,train,0
LED-000071,STL-000127-0|STL-000190-0|STL-000521-0,3,one_to_many,1,0,5106.14,0.021032,1.021032,2,0.539683,0.611905,0.539683,0.6,0,0.440741,0,0,0.230769,0.085592,0,0,0,158,93,249,train,0
LED-000071,STL-000127-0|STL-000192-0|STL-000214-0,3,one_to_many,1,0,2243.18,0.00924,1.00924,1,0.539683,0.611905,0.539683,0.6,0,0.440741,0,0,0.230769,0.042796,0,0,0,158,87,243,train,0
LED-000071,STL-000127-0|STL-000192-0|STL-000521-0,3,one_to_many,1,0,3643.39,0.015007,1.015007,1,0.539683,0.611905,0.539683,0.6,0,0.440741,0,0,0.230769,0.042796,0,0,0,158,93,249,train,0
LED-000071,STL-000127-0|STL-000206-0|STL-000300-0,3,one_to_many,1,0,579.8,0.002388,0.997612,3,0.539683,0.611905,0.539683,0.6,0,0.440741,0,0,0.230769,0.133631,0,0,0,158,137,293,train,0
LED-000071,STL-000190-0|STL-000214-0|STL-000521-0,3,one_to_many,1,0,4672.96,0.019248,1.019248,2,0.355556,0.515126,0.355556,0.355556,0,-0.044281,0,0,0.230769,0.085592,0,0,0,158,93,249,train,0
LED-000071,STL-000192-0|STL-000214-0|STL-000521-0,3,one_to_many,1,0,3210.21,0.013223,1.013223,1,0.355556,0.515126,0.355556,0.292683,0,0.0,0,0,0.230769,0.0,0,0,0,158,93,249,train,0
LED-000071,STL-000206-0|STL-000214-0|STL-000300-0,3,one_to_many,1,0,1012.98,0.004172,0.995828,3,0.355556,0.528457,0.355556,0.355556,0,0.0,0,0,0.230769,0.133631,0,0,0,158,137,293,train,0
LED-000071,STL-000206-0|STL-000300-0|STL-000521-0,3,one_to_many,1,0,387.23,0.001595,1.001595,3,0.355556,0.528457,0.355556,0.355556,0,0.0,0,0,0.230769,0.133631,0,0,0,158,137,293,train,0
LED-000073,STL-000068-0|STL-000151-0,2,one_to_many,1,0,2761.32,0.020984,0.979016,4,0.333333,0.587302,0.333333,0.333333,0,0.09759,0,0,0.0,0.182006,0,1,0,88,179,265,train,0
LED-000073,STL-000068-0|STL-000423-1,2,one_to_many,1,0,1453.97,0.011049,1.011049,1,0.333333,0.587302,0.333333,0.333333,0,0.09759,0,0,0.0,0.182006,0,1,0,88,179,265,train,0
LED-000073,STL-000073-0|STL-000200-0,2,one_to_many,1,0,2070.38,0.015733,1.015733,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.170251,0,0,0,88,175,261,train,0
LED-000073,STL-000073-0|STL-000200-1,2,one_to_many,1,0,1519.94,0.01155,1.01155,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.182006,0,0,0,88,173,259,train,0
LED-000073,STL-000073-0|STL-000200-2,2,one_to_many,1,0,2006.07,0.015245,1.015245,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.13901,0,0,0,88,178,264,train,0
LED-000073,STL-000081-0|STL-000540-0,2,one_to_many,1,0,631.33,0.004798,1.004798,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.127688,0,0,0,88,109,195,train,0
LED-000073,STL-000068-0|STL-000151-0|STL-000200-0,3,one_to_many,1,0,690.88,0.00525,0.99475,4,0.333333,0.587302,0.333333,0.333333,0,0.09759,0,0,0.230769,0.182006,0,0,0,88,179,265,train,0
LED-000073,STL-000068-0|STL-000151-0|STL-000200-1,3,one_to_many,1,0,1241.32,0.009433,0.990567,4,0.333333,0.587302,0.333333,0.333333,0,0.09759,0,0,0.230769,0.182006,0,0,0,88,179,265,train,0
LED-000073,STL-000068-0|STL-000151-0|STL-000200-2,3,one_to_many,1,0,755.19,0.005739,0.994261,4,0.333333,0.587302,0.333333,0.333333,0,0.09759,0,0,0.230769,0.182006,0,0,0,88,179,265,train,0
LED-000073,STL-000068-0|STL-000200-1|STL-000423-1,3,one_to_many,1,0,2973.97,0.0226,1.0226,1,0.333333,0.587302,0.333333,0.333333,0,0.09759,0,0,0.230769,0.182006,0,0,0,88,179,265,train,0
LED-000073,STL-000081-0|STL-000151-0|STL-000423-0,3,one_to_many,1,0,113.93,0.000866,1.000866,4,0.333333,0.561905,0.333333,0.333333,0,0.08165,0,0,0.230769,0.098295,0,0,0,88,109,195,train,0
LED-000073,STL-000081-0|STL-000200-0|STL-000540-0,3,one_to_many,1,0,2701.77,0.020531,1.020531,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.170251,0,0,0,88,175,261,train,0
LED-000073,STL-000081-0|STL-000200-1|STL-000540-0,3,one_to_many,1,0,2151.33,0.016348,1.016348,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.182006,0,0,0,88,173,259,train,0
LED-000073,STL-000081-0|STL-000200-2|STL-000540-0,3,one_to_many,1,0,2637.46,0.020043,1.020043,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.127688,0,0,0,88,178,264,train,0
LED-000073,STL-000081-0|STL-000386-0|STL-000423-1,3,one_to_many,1,0,1081.55,0.008219,0.991781,4,0.333333,0.518908,0.333333,0.333333,0,0.08165,0,0,0.230769,0.085126,0,0,0,88,122,208,train,0
LED-000076,STL-000041-0|STL-000179-0,2,one_to_many,1,0,1275.97,0.015041,1.015041,2,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.230769,0.465891,0,0,0,17,63,78,train,0
LED-000076,STL-000363-0|STL-000447-0,2,one_to_many,1,0,1901.19,0.022411,0.977589,4,0.26087,0.470238,0.26087,0.26087,0,0.0,0,0,0.0,0.836905,0,1,0,17,14,29,train,0
LED-000077,STL-000330-0|STL-000421-0,2,one_to_many,1,0,1267.03,0.006242,0.993758,4,0.4,0.650016,0.44,0.6,0,0.412514,0,0,0.230769,0.680414,0,0,0,36,31,65,train,0
LED-000077,STL-000121-0|STL-000161-0|STL-000161-2,3,one_to_many,1,0,5130.72,0.025278,1.025278,2,0.294118,0.604762,0.294118,0.294118,0,0.0,0,0,0.230769,0.235702,0,0,0,36,65,99,train,0
LED-000077,STL-000121-0|STL-000161-0|STL-000219-0,3,one_to_many,1,0,3472.29,0.017107,0.982893,2,0.294118,0.604762,0.294118,0.294118,0,0.0,0,0,0.230769,0.235702,0,0,0,36,65,99,train,0
LED-000077,STL-000121-0|STL-000161-2|STL-000459-0,3,one_to_many,1,0,3336.63,0.016439,1.016439,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.725775,0,0,0,36,56,90,train,0
LED-000077,STL-000121-0|STL-000219-0|STL-000513-0,3,one_to_many,1,0,477.07,0.00235,0.99765,2,0.294118,0.604762,0.294118,0.294118,0,0.0,0,0,0.230769,0.725775,0,0,0,36,52,86,train,0
LED-000077,STL-000161-0|STL-000161-1|STL-000322-0,3,one_to_many,1,0,2584.61,0.012734,0.987266,2,0.4,0.505476,0.4,0.4,0,0.0,0,0,0.230769,0.235702,0,0,0,36,74,108,train,0
LED-000077,STL-000161-0|STL-000219-0|STL-000322-0,3,one_to_many,1,0,3045.05,0.015002,1.015002,2,0.4,0.505476,0.4,0.4,0,0.0,0,0,0.230769,0.235702,0,0,0,36,65,99,train,0
LED-000077,STL-000161-0|STL-000459-0|STL-000493-0,3,one_to_many,1,0,3599.16,0.017732,0.982268,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.725775,0,0,0,36,65,99,train,0
LED-000077,STL-000161-0|STL-000493-0|STL-000513-0,3,one_to_many,1,0,1190.15,0.005864,1.005864,4,0.25641,0.584749,0.25641,0.25641,0,0.0,0,0,0.230769,0.725775,0,0,0,36,65,99,train,0
LED-000077,STL-000161-1|STL-000322-0|STL-000459-0,3,one_to_many,1,0,4378.7,0.021573,0.978427,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.725775,0,0,0,36,74,108,train,0
LED-000077,STL-000161-1|STL-000322-0|STL-000513-0,3,one_to_many,1,0,410.61,0.002023,1.002023,2,0.4,0.584749,0.4,0.4,0,0.0,0,0,0.230769,0.725775,0,0,0,36,74,108,train,0
LED-000077,STL-000219-0|STL-000322-0|STL-000459-0,3,one_to_many,1,0,1250.96,0.006163,1.006163,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.725775,0,0,0,36,56,90,train,0
LED-000077,STL-000459-0|STL-000493-0|STL-000513-0,3,one_to_many,1,0,603.94,0.002976,0.997024,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.725775,0,0,0,36,56,90,train,0
LED-000078,STL-000078-0|STL-000078-1|STL-000078-2,3,one_to_many,1,0,169.95,0.006528,0.993472,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.270031,0,0,0,24,37,59,test,1
LED-000083,STL-000037-0|STL-000461-0,2,one_to_many,1,0,950.67,0.007597,0.992403,4,0.555556,0.876923,0.555556,1.0,0,0.522233,0,0,0.230769,0.123092,0,0,0,25,57,80,train,0
LED-000089,STL-000036-0|STL-000195-0,2,one_to_many,1,0,4462.63,0.01817,0.98183,2,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.230769,0.521032,0,0,0,22,28,48,train,0
LED-000089,STL-000104-0|STL-000195-0,2,one_to_many,1,0,852.5,0.003471,0.996529,2,0.230769,0.538889,0.307692,0.307692,0,0.0,0,0,0.230769,0.830291,0,0,0,22,20,40,train,0
LED-000089,STL-000104-0|STL-000562-0,2,one_to_many,1,0,4879.17,0.019866,0.980134,1,0.230769,0.538889,0.307692,0.307692,0,0.0,0,0,0.384615,0.830291,0,0,0,22,43,63,train,0
LED-000089,STL-000195-0|STL-000411-0,2,one_to_many,1,0,4556.84,0.018554,1.018554,2,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,0.521032,0,0,0,22,29,49,train,0
LED-000089,STL-000195-0|STL-000531-0,2,one_to_many,1,0,3898.19,0.015872,0.984128,3,0.181818,0.455556,0.181818,0.181818,0,0.0,0,0,0.230769,0.521032,0,0,0,22,33,53,train,0
LED-000089,STL-000346-0|STL-000583-0,2,one_to_many,1,0,2182.39,0.008886,1.008886,2,0.315789,0.576923,0.315789,0.315789,0,0.0,0,0,0.0,0.127515,0,1,0,22,37,57,train,0
LED-000089,STL-000411-0|STL-000562-0,2,one_to_many,1,0,530.17,0.002159,1.002159,0,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.384615,0.521032,0,0,0,22,43,63,train,0
LED-000089,STL-000036-0|STL-000060-0|STL-000411-0,3,one_to_many,1,0,1657.24,0.006748,0.993252,4,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,0.521032,0,0,0,22,53,73,train,0
LED-000089,STL-000060-0|STL-000104-0|STL-000411-0,3,one_to_many,1,0,1952.89,0.007952,1.007952,4,0.230769,0.538889,0.307692,0.307692,0,0.150756,0,0,0.230769,0.830291,0,0,0,22,53,73,train,0
LED-000089,STL-000060-0|STL-000116-0|STL-000411-0,3,one_to_many,1,0,3260.93,0.013277,0.986723,4,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,0.521032,0,0,0,22,53,73,train,0
LED-000089,STL-000060-0|STL-000411-0|STL-000531-0,3,one_to_many,1,0,1092.8,0.00445,0.99555,4,0.210526,0.495726,0.210526,0.210526,0,0.150756,0,0,0.230769,0.521032,0,0,0,22,53,73,train,0
LED-000093,STL-000093-0|STL-000235-0,2,one_to_many,1,0,1631.73,0.007815,0.992185,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.277219,0,0,0,19,30,47,train,0
LED-000093,STL-000093-0|STL-000492-0,2,one_to_many,1,0,4170.31,0.019972,1.019972,4,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0.277219,0,0,0,19,29,46,train,0
LED-000093,STL-000235-0|STL-000328-0|STL-000431-0,3,one_to_many,1,0,4290.3,0.020547,0.979453,2,0.641509,0.703324,0.603774,0.648649,0,0.509902,0,0,0.307692,0.274352,0,0,0,19,30,47,train,0
LED-000093,STL-000328-0|STL-000431-0|STL-000492-0,3,one_to_many,1,0,1511.74,0.00724,1.00724,4,0.641509,0.703324,0.603774,0.648649,0,0.509902,0,0,0.307692,0.274352,0,0,0,19,20,37,train,0
LED-000095,STL-000377-1|STL-000542-0,2,one_to_many,1,0,871.57,0.007546,1.007546,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0.806559,0,0,0,23,74,95,train,0
LED-000096,STL-000109-0|STL-000508-0,2,one_to_many,1,0,719.11,0.003379,1.003379,4,0.380952,0.604701,0.380952,0.380952,0,0.0,0,0,0.307692,0.083406,0,0,0,56,45,99,train,0
LED-000096,STL-000126-0|STL-000508-0,2,one_to_many,1,0,741.69,0.003485,1.003485,4,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.307692,0.244949,0,0,0,56,37,91,train,0
LED-000096,STL-000095-0|STL-000109-0|STL-000377-1,3,one_to_many,1,0,4962.79,0.02332,1.02332,4,0.380952,0.536538,0.380952,0.380952,0,0.0,0,0,0.230769,0.754247,0,0,0,56,74,128,train,0
LED-000096,STL-000095-0|STL-000126-0|STL-000377-1,3,one_to_many,1,0,4985.37,0.023426,1.023426,3,0.285714,0.527778,0.285714,0.285714,0,0.0,0,0,0.230769,0.754247,0,0,0,56,74,128,train,0
LED-000096,STL-000095-0|STL-000377-1|STL-000449-0,3,one_to_many,1,0,3023.71,0.014208,0.985792,3,0.285714,0.527778,0.285714,0.285714,0,0.0,0,0,0.230769,0.754247,0,0,0,56,74,128,train,0
LED-000096,STL-000095-0|STL-000377-2|STL-000449-0,3,one_to_many,1,0,4859.89,0.022836,1.022836,3,0.272727,0.517157,0.272727,0.272727,0,0.0,0,0,0.230769,0.754247,0,0,0,56,74,128,train,0
LED-000096,STL-000109-0|STL-000126-0|STL-000449-0,3,one_to_many,1,0,2686.7,0.012625,0.987375,4,0.380952,0.536538,0.380952,0.380952,0,0.0,0,0,0.230769,0.707107,0,0,0,56,45,99,train,0
LED-000096,STL-000377-0|STL-000377-1|STL-000508-0,3,one_to_many,1,0,4335.96,0.020374,0.979626,4,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.307692,0.707107,0,0,0,56,74,128,train,0
LED-000096,STL-000377-0|STL-000377-2|STL-000508-0,3,one_to_many,1,0,3547.64,0.01667,1.01667,4,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.307692,0.707107,0,0,0,56,74,128,train,0
LED-000096,STL-000377-1|STL-000377-2|STL-000508-0,3,one_to_many,1,0,4936.57,0.023197,0.976803,4,0.294118,0.604701,0.352941,0.352941,0,0.0,0,0,0.307692,0.707107,0,0,0,56,74,128,train,0
LED-000097,STL-000097-0|STL-000097-1|STL-000097-2,3,one_to_many,1,0,170.3,0.00182,0.99818,1,0.285714,0.572222,0.357143,0.545455,0,0.096225,1,1,1.0,0.369274,0,0,0,19,20,37,test,1
LED-000099,STL-000118-0|STL-000248-0,2,one_to_many,1,0,1607.76,0.014059,0.985941,2,0.592593,0.677839,0.555556,0.631579,0,0.521749,0,0,0.230769,0.081786,0,0,0,38,68,104,train,0
LED-000099,STL-000354-0|STL-000354-1|STL-000354-2,3,one_to_many,1,0,1368.8,0.011969,1.011969,3,0.382979,0.58796,0.382979,0.382979,0,0.044281,0,0,0.230769,0.182006,0,0,0,38,54,90,train,0
LED-000099,STL-000354-1|STL-000354-2|STL-000358-0,3,one_to_many,1,0,2688.38,0.023508,1.023508,3,0.603774,0.612143,0.603774,0.648649,0,0.511208,0,0,0.307692,0.212814,0,0,0,38,71,107,train,0
LED-000102,STL-000029-0|STL-000423-0,2,one_to_many,1,0,4275.22,0.02107,0.97893,2,0.367347,0.629462,0.4,0.4,0,0.0,0,0,0.230769,0.688063,0,0,0,122,105,225,train,0
LED-000102,STL-000073-0|STL-000151-0,2,one_to_many,1,0,2062.27,0.010164,1.010164,4,0.222222,0.479853,0.222222,0.222222,0,0.0,0,0,0.0,0.03576,0,1,0,122,79,199,train,0
LED-000102,STL-000081-0|STL-000168-0,2,one_to_many,1,0,2201.21,0.010849,0.989151,4,0.368421,0.640839,0.368421,0.368421,0,0.065795,0,0,0.230769,0.222277,0,0,0,122,109,229,train,0
LED-000102,STL-000081-0|STL-000342-0,2,one_to_many,1,0,839.54,0.004138,0.995862,4,0.341463,0.523077,0.461538,0.461538,0,-0.055048,0,0,0.230769,0.098295,0,0,0,122,109,229,train,0
LED-000102,STL-000265-0|STL-000386-0,2,one_to_many,1,0,3903.07,0.019236,0.980764,2,0.333333,0.629462,0.4,0.4,0,0.0,0,0,0.307692,0.212814,0,0,0,122,122,242,train,0
LED-000102,STL-000265-0|STL-000423-0,2,one_to_many,1,0,1507.7,0.007431,1.007431,2,0.333333,0.629462,0.4,0.4,0,0.0,0,0,0.307692,0.688063,0,0,0,122,105,225,train,0
LED-000102,STL-000386-0|STL-000595-0,2,one_to_many,1,0,3838.82,0.01892,0.98108,3,0.333333,0.629462,0.4,0.4,0,0.13484,0,0,0.384615,0.212814,0,0,0,122,122,242,train,0
LED-000102,STL-000423-0|STL-000595-0,2,one_to_many,1,0,1571.95,0.007747,1.007747,3,0.333333,0.629462,0.4,0.4,0,0.13484,0,0,0.384615,0.688063,0,0,0,122,105,225,train,0
LED-000102,STL-000029-0|STL-000081-0|STL-000386-0,3,one_to_many,1,0,2897.17,0.014279,1.014279,4,0.367347,0.629462,0.4,0.4,0,0.0,0,0,0.230769,0.212814,0,0,0,122,122,242,train,0
LED-000102,STL-000029-0|STL-000200-0|STL-000423-0,3,one_to_many,1,0,2204.78,0.010866,0.989134,2,0.367347,0.629462,0.4,0.4,0,0.13484,0,0,0.230769,0.688063,0,0,0,122,175,295,train,0
LED-000102,STL-000029-0|STL-000200-1|STL-000423-0,3,one_to_many,1,0,2755.22,0.013579,0.986421,2,0.367347,0.629462,0.4,0.4,0,0.13484,0,0,0.230769,0.688063,0,0,0,122,173,293,train,0
LED-000102,STL-000029-0|STL-000200-2|STL-000423-0,3,one_to_many,1,0,2269.09,0.011183,0.988817,2,0.367347,0.629462,0.4,0.4,0,0.0,0,0,0.230769,0.688063,0,0,0,122,178,298,train,0
LED-000102,STL-000068-0|STL-000073-0|STL-000081-0,3,one_to_many,1,0,3268.54,0.016109,0.983891,4,0.411765,0.540446,0.352941,0.352941,0,0.0,0,0,0.230769,0.091003,0,0,0,122,179,299,train,0
LED-000102,STL-000068-0|STL-000151-0|STL-000423-1,3,one_to_many,1,0,3516.3,0.01733,1.01733,4,0.411765,0.629462,0.4,0.4,0,0.0,0,0,0.0,0.091003,0,1,0,122,179,299,train,0
LED-000102,STL-000068-0|STL-000386-0|STL-000427-0,3,one_to_many,1,0,2680.24,0.013209,0.986791,4,0.411765,0.629462,0.4,0.4,0,0.123091,0,0,0.230769,0.255377,0,0,0,122,179,299,train,0
LED-000102,STL-000068-0|STL-000423-0|STL-000427-0,3,one_to_many,1,0,2730.53,0.013457,1.013457,4,0.411765,0.629462,0.4,0.4,0,0.123091,0,0,0.230769,0.688063,0,0,0,122,179,299,train,0
LED-000102,STL-000073-0|STL-000151-0|STL-000200-0,3,one_to_many,1,0,4132.71,0.020368,1.020368,4,0.222222,0.479853,0.222222,0.222222,0,0.13484,0,0,0.230769,0.212814,0,0,0,122,175,295,train,0
LED-000102,STL-000073-0|STL-000151-0|STL-000200-1,3,one_to_many,1,0,3582.27,0.017655,1.017655,4,0.222222,0.479853,0.222222,0.222222,0,0.13484,0,0,0.230769,0.045502,0,0,0,122,173,293,train,0
LED-000102,STL-000073-0|STL-000151-0|STL-000200-2,3,one_to_many,1,0,4068.4,0.020051,1.020051,4,0.222222,0.479853,0.222222,0.222222,0,0.0,0,0,0.230769,0.085126,0,0,0,122,178,298,train,0
LED-000102,STL-000081-0|STL-000151-0|STL-000540-0,3,one_to_many,1,0,2693.66,0.013276,1.013276,4,0.341463,0.5087,0.292683,0.292683,0,0.0,0,0,0.230769,0.212814,0,0,0,122,109,229,train,0
LED-000102,STL-000081-0|STL-000168-0|STL-000200-0,3,one_to_many,1,0,130.77,0.000644,0.999356,4,0.368421,0.640839,0.368421,0.368421,0,0.13484,0,0,0.230769,0.222277,0,0,0,122,175,295,train,0
LED-000102,STL-000081-0|STL-000168-0|STL-000200-1,3,one_to_many,1,0,681.21,0.003357,0.996643,4,0.368421,0.640839,0.368421,0.368421,0,0.13484,0,0,0.230769,0.222277,0,0,0,122,173,293,train,0
LED-000102,STL-000081-0|STL-000168-0|STL-000200-2,3,one_to_many,1,0,195.08,0.000961,0.999039,4,0.368421,0.640839,0.368421,0.368421,0,0.065795,0,0,0.230769,0.222277,0,0,0,122,178,298,train,0
LED-000102,STL-000081-0|STL-000200-0|STL-000342-0,3,one_to_many,1,0,1230.9,0.006066,1.006066,4,0.341463,0.523077,0.461538,0.461538,0,0.13484,0,0,0.230769,0.212814,0,0,0,122,175,295,train,0
LED-000102,STL-000081-0|STL-000200-1|STL-000342-0,3,one_to_many,1,0,680.46,0.003354,1.003354,4,0.341463,0.523077,0.461538,0.461538,0,0.13484,0,0,0.230769,0.098295,0,0,0,122,173,293,train,0
LED-000102,STL-000081-0|STL-000200-2|STL-000342-0,3,one_to_many,1,0,1166.59,0.00575,1.00575,4,0.341463,0.523077,0.461538,0.461538,0,0.0,0,0,0.230769,0.098295,0,0,0,122,178,298,train,0
LED-000102,STL-000200-0|STL-000265-0|STL-000386-0,3,one_to_many,1,0,1832.63,0.009032,0.990968,2,0.333333,0.629462,0.4,0.4,0,0.13484,0,0,0.307692,0.212814,0,0,0,122,175,295,train,0
