ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity,split,label
LED-000232,STL-000236-0,2962.22,0.031847,1.031847,2,0.133333,0.425926,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.769897,train,0
LED-000232,STL-000075-0,2304.1,0.024771,1.024771,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,3,5,6,1,1,0.092406,train,0
LED-000235,STL-000235-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.137649,train,1
LED-000236,STL-000236-0,3.01,3.1e-05,0.999969,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,4,4,1,1,0.159394,train,1
LED-000236,STL-000075-0,661.13,0.006888,0.993112,2,0.133333,0.425926,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,2,5,5,1,1,0.857075,train,0
LED-000237,STL-000237-0,437.69,0.010586,0.989414,1,0.5,0.632967,0.4,0.4,0,0.149071,1,1,1.0,0,0,0,2,3,3,1,1,0.848528,val,1
LED-000238,STL-000238-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.147242,test,1
LED-000239,STL-000239-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.178174,train,1
LED-000242,STL-000242-0,0.0,0.0,1.0,0,0.941176,0.988235,0.941176,1.0,0,0.842701,1,1,1.0,0,0,0,4,3,5,1,1,0.2179,val,1
LED-000242,STL-000511-0,4374.68,0.048527,1.048527,5,0.322581,0.542017,0.322581,0.272727,0,0.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.035944,val,0
LED-000243,STL-000243-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.308607,test,1
LED-000245,STL-000245-0,0.25,1e-06,1.000001,0,0.941176,0.977778,0.470588,0.470588,0,0.617213,0,0,0.0,0,1,0,2,1,1,1,0,0.102899,train,1
LED-000246,STL-000092-0,571.28,0.023857,0.976143,3,0.228571,0.488095,0.171429,0.171429,0,-0.08165,0,0,0.230769,0,0,0,1,2,1,0,1,0.115728,train,0
LED-000247,STL-000247-0,0.0,0.0,1.0,0,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0,0,0,4,2,4,1,1,0.361449,val,1
LED-000248,STL-000248-0,1291.01,0.011542,0.988458,0,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,2,5,5,1,1,0.861858,train,1
LED-000249,STL-000070-0,49.98,0.00021,1.00021,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,5,4,7,1,1,0.157135,val,0
LED-000249,STL-000249-0,2683.93,0.011296,0.988704,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,5,4,7,1,1,0.861858,val,1
LED-000249,STL-000518-0,8405.14,0.035376,0.964624,4,0.421053,0.572108,0.368421,0.368421,0,0.062622,0,0,0.230769,0,0,0,5,4,7,1,1,0.041996,val,0
LED-000250,STL-000250-0,0.13,1e-06,1.000001,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.20261,val,1
LED-000251,STL-000251-0,0.23,1e-06,1.000001,0,0.875,0.955556,0.875,0.875,0,0.676123,1,1,1.0,0,0,0,1,4,3,0,1,0.383065,train,1
LED-000252,STL-000252-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.130931,train,1
LED-000253,STL-000253-0,1469.65,0.009694,0.990306,0,0.857143,0.77381,0.857143,1.0,0,0.876501,1,1,1.0,0,0,0,1,1,0,0,0,0.313545,train,1
LED-000254,STL-000254-0,1107.87,0.014804,0.985196,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.538138,test,1
LED-000255,STL-000352-0,2486.12,0.019724,1.019724,1,0.428571,0.573138,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,1,4,3,0,1,0.184812,train,0
LED-000256,STL-000256-0,149.25,0.005579,0.994421,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.861858,test,1
LED-000258,STL-000258-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.879883,val,1
LED-000259,STL-000259-0,0.19,1e-06,0.999999,0,0.258065,0.82963,0.258065,1.0,0,0.294884,1,1,1.0,0,0,0,1,3,2,0,1,0.195965,train,1
LED-000260,STL-000260-0,0.0,0.0,1.0,0,0.714286,0.911111,0.714286,1.0,0,0.745356,0,0,0.0,0,1,0,1,1,0,0,0,0.471405,val,1
LED-000261,STL-000261-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.880716,train,1
LED-000261,STL-000549-0,7891.92,0.040257,1.040257,1,0.133333,0.422619,0.133333,0.133333,0,0.0,0,0,0.307692,0,0,0,2,3,3,1,1,0.314309,train,0
LED-000262,STL-000262-0,21.12,8.9e-05,0.999911,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,5,3,6,1,1,0.102418,train,1
LED-000262,STL-000398-0,6616.35,0.027848,1.027848,1,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,5,4,7,1,1,0.035806,train,0
LED-000262,STL-000599-0,5298.69,0.022302,0.977698,6,0.125,0.470085,0.125,0.0,0,0.0,0,0,0.0,0,1,0,5,4,7,1,1,0.851314,train,0
LED-000263,STL-000263-0,0.0,0.0,1.0,0,0.428571,0.854545,0.428571,1.0,0,0.447214,0,1,0.461538,0,0,0,4,2,4,1,1,0.246416,train,1
LED-000263,STL-000138-0,1386.26,0.014526,1.014526,3,0.315789,0.495726,0.315789,0.315789,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.127,train,0
LED-000265,STL-000265-0,3033.59,0.018761,0.981239,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,2,2,1,1,0.296334,train,1
LED-000265,STL-000595-0,2969.34,0.018364,0.981636,1,0.142857,0.357143,0.142857,0.142857,0,0.0,0,0,0.307692,0,0,0,2,3,3,1,1,0.211667,train,0
LED-000266,STL-000266-0,0.36,2e-06,1.000002,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.172133,train,1
LED-000266,STL-000587-0,3725.17,0.023635,1.023635,3,0.352941,0.480392,0.352941,0.32,0,0.099381,0,0,0.230769,0,0,0,3,3,4,1,1,0.186339,train,0
LED-000267,STL-000267-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.14304,val,1
LED-000268,STL-000268-0,0.28,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.20016,train,1
LED-000268,STL-000129-0,5863.86,0.024499,0.975501,7,0.444444,0.603938,0.444444,0.444444,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.470871,train,0
LED-000269,STL-000269-0,0.0,0.0,1.0,0,0.5,0.866667,0.5,1.0,0,0.522233,1,1,1.0,0,0,0,1,1,0,0,0,0.267261,val,1
LED-000270,STL-000270-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,1,3,1,0,0.141421,val,1
LED-000271,STL-000271-0,536.9,0.014045,0.985955,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.195965,test,1
LED-000272,STL-000272-0,1348.84,0.011649,0.988351,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.29794,val,1
LED-000273,STL-000273-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.583383,train,1
LED-000274,STL-000274-0,2150.44,0.009649,0.990351,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,5,4,0,1,0.199778,train,1
LED-000275,STL-000275-0,2503.88,0.022429,0.977571,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.525105,train,1
LED-000275,STL-BATCH-000291-000337,1563.59,0.014006,1.014006,7,0.222222,0.378431,0.296296,0.296296,0,0.0,0,0,0.0,0,1,0,2,1,1,1,0,0.342415,train,0
LED-000276,STL-000276-0,0.0,0.0,1.0,1,0.962963,0.985714,0.888889,0.888889,0,0.7698,1,1,1.0,0,0,0,3,2,3,1,1,0.143777,val,1
LED-000276,STL-000143-0,3024.83,0.02335,1.02335,7,0.307692,0.617949,0.358974,0.358974,0,0.062994,0,0,0.230769,0,0,0,3,3,4,1,1,0.093386,val,0
LED-000278,STL-000278-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.879883,train,1
LED-000279,STL-000279-0,0.0,0.0,1.0,0,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,2,4,4,1,1,0.171499,train,1
LED-000279,STL-000015-0,3337.52,0.019765,0.980235,2,0.344828,0.598906,0.344828,0.344828,0,-0.115045,0,0,0.230769,0,0,0,2,4,4,1,1,0.235339,train,0
LED-000280,STL-000280-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.367423,train,1
LED-000280,STL-000170-0,1453.09,0.011244,0.988756,4,0.181818,0.417379,0.272727,0.272727,0,0.100504,0,0,0.384615,0,0,0,3,4,5,1,1,0.178885,train,0
LED-000281,STL-000281-0,1250.08,0.008319,0.991681,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.13202,train,1
LED-000282,STL-000282-0,0.0,0.0,1.0,0,0.285714,0.572222,0.357143,0.545455,0,0.096225,0,1,0.461538,0,0,0,4,4,6,1,1,0.227921,val,1
LED-000283,STL-000283-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.392837,train,1
LED-000283,STL-000357-0,3970.43,0.029434,1.029434,5,0.235294,0.519841,0.176471,0.176471,0,-0.182574,0,0,0.230769,0,0,0,2,2,2,1,1,0.196419,train,0
LED-000284,STL-000284-0,0.0,0.0,1.0,0,0.258065,0.82963,0.258065,1.0,0,0.294884,1,1,1.0,0,0,0,2,1,1,1,0,0.308021,train,1
LED-000284,STL-000545-0,241.05,0.009813,1.009813,0,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.230769,0,0,0,2,1,1,1,0,0.211667,train,0
LED-000285,STL-000285-0,0.16,2e-06,0.999998,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.192879,test,1
LED-000286,STL-000286-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.212814,test,1
LED-000287,STL-000287-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,3,2,0,1,0.425628,val,1
LED-000288,STL-000288-0,1338.83,0.020321,0.979679,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,2,3,1,1,0.900563,val,1
LED-000289,STL-000289-0,731.31,0.014468,0.985532,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.174574,train,1
LED-000290,STL-000039-0,740.17,0.003797,1.003797,0,0.363636,0.594883,0.363636,0.363636,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.467707,train,0
LED-000292,STL-000292-0,0.0,0.0,1.0,0,0.258065,0.82963,0.258065,1.0,0,0.282843,1,1,1.0,0,0,0,2,1,1,1,0,0.879883,train,1
LED-000292,STL-000041-0,1568.57,0.025038,0.974962,5,0.190476,0.436275,0.190476,0.190476,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.769897,train,0
LED-000294,STL-000112-0,2195.68,0.027945,1.027945,2,0.238095,0.425926,0.238095,0.238095,0,0.0,0,0,0.230769,0,0,0,1,2,1,0,1,0.191079,train,0
LED-000296,STL-000296-0,0.0,0.0,1.0,0,0.83871,0.753561,0.83871,1.0,0,0.874475,0,0,0.0,0,1,0,2,2,2,1,1,0.181444,train,1
LED-000296,STL-000040-0,1705.21,0.037199,0.962801,3,0.242424,0.491758,0.30303,0.30303,0,0.087706,0,0,0.230769,0,0,0,2,2,2,1,1,0.0,train,0
LED-000297,STL-000297-0,0.27,2e-06,1.000002,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,3,5,1,1,0.277219,val,1
LED-000298,STL-000298-0,5.7,4.6e-05,0.999954,0,0.631579,0.574786,0.631579,1.0,0,0.603023,1,1,1.0,0,0,0,2,3,3,1,1,0.588348,train,1
LED-000298,STL-000577-0,5118.75,0.041026,0.958974,2,0.235294,0.442308,0.235294,0.235294,0,0.0,0,0,0.0,0,1,0,2,3,3,1,1,0.360288,train,0
LED-000299,STL-000299-0,13.07,0.000266,0.999734,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.381,val,1
LED-000300,STL-000300-0,0.0,0.0,1.0,0,0.692308,0.905882,0.692308,1.0,0,0.68313,0,0,0.0,0,1,0,2,3,3,1,1,0.255377,train,1
LED-000300,STL-000562-0,1247.49,0.007224,1.007224,6,0.0,0.0,0.0,0.0,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.049147,train,0
LED-000301,STL-000301-0,738.22,0.014806,0.985194,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.19803,train,1
LED-000302,STL-000302-0,4149.08,0.019113,0.980887,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,2,2,1,1,0.879883,train,1
LED-000302,STL-000184-0,5088.64,0.023441,0.976559,5,0.275862,0.527485,0.275862,0.275862,0,0.0,0,0,0.307692,0,0,0,2,2,2,1,1,0.296334,train,0
LED-000303,STL-000303-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.395132,test,1
LED-000307,STL-000307-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,1,3,1,0,0.897085,train,1
LED-000307,STL-000516-0,1668.5,0.021649,0.978351,3,0.272727,0.592157,0.272727,0.272727,0,0.0,0,0,0.230769,0,0,0,4,1,3,1,0,0.239046,train,0
LED-000307,STL-000516-1,385.39,0.005,0.995,4,0.272727,0.592157,0.272727,0.272727,0,0.0,0,0,0.0,0,1,0,4,2,4,1,1,0.239046,train,0
LED-000308,STL-000528-0,8715.37,0.043681,0.956319,0,0.25,0.455238,0.25,0.25,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.764866,train,0
LED-000308,STL-000308-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,2,3,1,1,0.240192,train,1
LED-000308,STL-000425-0,8313.7,0.041668,0.958332,1,0.2,0.479853,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.770329,train,0
LED-000309,STL-000309-0,0.41,3e-06,0.999997,2,0.434783,0.855556,0.434783,1.0,0,0.46291,1,1,1.0,0,0,0,1,2,1,0,1,0.268462,val,1
LED-000310,STL-000310-0,19.4,0.000158,0.999842,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.177667,train,1
LED-000310,STL-000544-0,3097.85,0.02517,1.02517,1,0.216216,0.511376,0.27027,0.27027,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.205153,train,0
LED-000312,STL-000312-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.174574,train,1
LED-000313,STL-000313-0,0.0,0.0,1.0,0,0.5,0.625584,0.416667,0.461538,0,-0.172133,1,1,1.0,0,0,0,2,4,4,1,1,0.172133,train,1
LED-000314,STL-000314-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.1557,train,1
LED-000314,STL-000085-0,2137.74,0.026317,1.026317,2,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.223607,train,0
LED-000315,STL-000315-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.195965,val,1
LED-000316,STL-000316-0,11.41,6.2e-05,0.999938,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,3,2,0,1,0.205152,train,1
LED-000318,STL-000318-0,4255.15,0.019863,0.980137,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.174574,val,1
LED-000319,STL-000319-0,1142.31,0.008728,0.991272,0,0.692308,0.905882,0.692308,0.692308,0,0.68313,1,1,1.0,0,0,0,3,5,6,1,1,0.163299,val,1
LED-000321,STL-000321-0,2980.21,0.014471,0.985529,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,2,2,1,1,0.914991,val,1
LED-000322,STL-000322-0,0.4,3e-06,1.000003,0,0.631579,0.574786,0.631579,1.0,0,0.603023,1,1,1.0,0,0,0,3,3,4,1,1,0.326599,train,1
LED-000322,STL-000121-0,6516.94,0.046659,0.953341,2,0.363636,0.505128,0.363636,0.363636,0,-0.142134,0,0,0.230769,0,0,0,3,3,4,1,1,0.068599,train,0
LED-000323,STL-000323-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.149696,train,1
LED-000323,STL-BATCH-000523-000530,12084.92,0.048415,0.951585,7,0.354839,0.591042,0.354839,0.354839,0,-0.033634,0,0,0.0,0,1,0,2,4,4,1,1,-0.033278,train,0
LED-000324,STL-000324-0,0.0,0.0,1.0,0,0.961538,0.992308,0.961538,0.961538,0,0.840673,0,0,0.0,0,1,0,2,1,1,1,0,0.28691,train,1
LED-000324,STL-000504-0,8279.01,0.035755,0.964245,1,0.242424,0.491758,0.242424,0.242424,0,0.087706,0,0,0.307692,0,0,0,2,2,2,1,1,0.036811,train,0
LED-000325,STL-000325-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.866025,train,1
LED-000326,STL-000326-0,0.06,3e-06,0.999997,1,0.3,0.752941,0.3,0.222222,0,0.0,1,1,1.0,0,0,0,2,1,1,1,0,0.566947,val,1
LED-000327,STL-000327-0,0.0,0.0,1.0,0,0.258065,0.82963,0.258065,1.0,0,0.294884,1,1,1.0,0,0,0,3,1,2,1,0,0.205153,val,1
LED-000327,STL-000026-0,4328.57,0.045335,0.954665,3,0.2,0.41358,0.2,0.2,0,0.208514,0,0,0.307692,0,0,0,3,3,4,1,1,0.142134,val,0
LED-000327,STL-000046-0,4008.94,0.041988,1.041988,6,0.176471,0.0,0.176471,0.176471,0,-0.09325,0,0,0.0,0,1,0,3,3,4,1,1,0.07785,val,0
LED-000328,STL-000328-0,0.4,2.9e-05,0.999971,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.251976,train,1
LED-000329,STL-000329-0,0.23,3e-06,1.000003,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.219971,train,1
LED-000330,STL-000330-0,933.2,0.009434,0.990566,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,1,2,1,0,0.425628,train,1
LED-000330,STL-000236-0,2943.32,0.029754,0.970246,5,0.133333,0.431481,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.29794,train,0
LED-000330,STL-000075-0,3601.44,0.036407,0.963593,6,0.190476,0.416667,0.142857,0.142857,0,0.0,0,0,0.230769,0,0,0,3,5,6,1,1,0.0,train,0
LED-000331,STL-000331-0,1608.43,0.020034,0.979966,2,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,5,5,1,1,0.55301,test,1
LED-000332,STL-000332-0,0.0,0.0,1.0,0,0.727273,0.9,0.727273,0.727273,0,0.316228,1,1,1.0,0,0,0,1,2,1,0,1,0.219971,test,1
LED-000335,STL-000335-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,4,5,1,1,0.143777,train,1
LED-000335,STL-000204-0,659.13,0.0027,0.9973,1,0.153846,0.0,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.836905,train,0
LED-000335,STL-000139-0,9794.51,0.040116,0.959884,3,0.275862,0.56746,0.275862,0.275862,0,0.0,0,0,0.230769,0,0,0,3,6,7,1,1,0.465891,train,0
LED-000336,STL-000316-0,2810.2,0.015098,0.984902,1,0.333333,0.513529,0.333333,0.333333,0,-0.05164,0,0,0.230769,0,0,0,3,3,4,1,1,0.779383,train,0
LED-000336,STL-BATCH-000406-000441,7594.49,0.040801,1.040801,2,0.615385,0.684444,0.615385,0.648649,0,0.500435,0,0,0.0,0,1,0,3,3,4,1,1,0.132733,train,0
LED-000338,STL-000338-0,2365.31,0.021048,0.978952,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,4,3,0,1,0.136083,test,1
LED-000339,STL-000339-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.179721,train,1
LED-000340,STL-000340-0,341.23,0.008952,0.991048,1,0.64,0.894118,0.64,0.64,0,0.316228,0,1,0.461538,0,0,0,1,1,0,0,0,0.262613,test,1
LED-000341,STL-000341-0,0.0,0.0,1.0,0,0.888889,0.96,0.888889,0.888889,0,0.782624,1,1,1.0,0,0,0,2,2,2,1,1,0.244949,train,1
LED-000342,STL-000168-0,1362.15,0.007189,0.992811,0,0.315789,0.520128,0.315789,0.315789,0,0.0,0,0,0.0,0,1,0,2,3,3,1,1,0.11134,train,0
LED-000342,STL-000342-0,0.48,3e-06,0.999997,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.205153,train,1
LED-000344,STL-000344-0,0.0,0.0,1.0,0,0.214286,0.736,0.214286,0.214286,0,0.0,0,1,0.461538,0,0,0,2,1,1,1,0,0.283654,test,1
LED-000344,STL-000107-0,2545.67,0.01825,1.01825,5,0.2,0.492063,0.2,0.2,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.262613,test,0
LED-000346,STL-000346-0,3005.76,0.013622,0.986378,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,4,4,6,1,1,0.110432,train,1
LED-000346,STL-000581-0,9040.11,0.040969,1.040969,1,0.307692,0.523077,0.461538,0.461538,0,-0.201008,0,0,0.230769,0,0,0,4,4,6,1,1,0.423338,train,0
LED-000346,STL-000188-0,10506.48,0.047615,1.047615,7,0.117647,0.442308,0.117647,0.117647,0,0.235702,0,0,0.230769,0,0,0,4,4,6,1,1,0.511199,train,0
LED-000347,STL-000347-0,889.81,0.005813,0.994187,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.110581,train,1
LED-000347,STL-000414-0,1638.44,0.010703,1.010703,1,0.142857,0.430556,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.222277,train,0
LED-000348,STL-000348-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,2,2,1,1,0.353553,train,1
LED-000349,STL-000349-0,7.16,6.3e-05,0.999937,0,0.4,0.85,0.4,1.0,0,0.453743,0,0,0.0,0,1,0,2,1,1,1,0,0.181444,train,1
LED-000349,STL-000495-0,5625.27,0.049555,1.049555,4,0.26087,0.549074,0.304348,0.304348,0,-0.108465,0,0,0.384615,0,0,0,2,2,2,1,1,0.287213,train,0
LED-000351,STL-000351-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,2,2,1,1,0.158362,train,1
LED-000352,STL-000352-0,2698.96,0.020566,0.979434,0,0.636364,0.893333,0.636364,1.0,0,0.57735,1,1,1.0,0,0,0,1,4,3,0,1,0.14304,train,1
LED-000353,STL-000353-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.258199,train,1
LED-000354,STL-000248-0,5742.72,0.049378,0.950622,0,0.4,0.613339,0.363636,0.363636,0,0.166378,0,0,0.230769,0,0,0,1,5,4,0,1,0.169334,train,0
LED-000355,STL-000355-0,0.47,6e-06,1.000006,0,0.5,0.625584,0.416667,0.461538,0,-0.172133,1,1,1.0,0,0,0,1,2,1,0,1,0.285774,test,1
LED-000356,STL-000356-0,0.0,0.0,1.0,0,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0,0,0,3,3,4,1,1,0.910642,val,1
LED-000356,STL-000090-0,2005.66,0.010061,0.989939,0,0.360656,0.696667,0.360656,0.360656,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.830291,val,0
LED-000357,STL-000357-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,2,3,1,1,0.871813,train,1
LED-000357,STL-000173-0,3294.32,0.023724,0.976276,6,0.2,0.492063,0.2,0.2,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.175075,train,0
LED-000357,STL-000433-0,1047.5,0.007544,0.992456,7,0.222222,0.5,0.222222,0.285714,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.095539,train,0
LED-000358,STL-000358-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.326599,train,1
LED-000358,STL-000354-0,1319.58,0.028096,0.971904,1,0.363636,0.580891,0.409091,0.409091,0,0.048507,0,0,0.230769,0,0,0,2,1,1,1,0,0.174574,train,0
LED-000359,STL-000359-0,339.43,0.01204,0.98796,0,0.444444,0.706349,0.444444,0.444444,0,0.458831,0,0,0.0,0,1,0,2,1,1,1,0,0.166482,test,1
LED-000359,STL-000332-0,35.1,0.001245,1.001245,4,0.2,0.472222,0.2,0.2,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.063758,test,0
LED-000360,STL-000360-0,3851.58,0.018737,0.981263,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,4,2,4,1,1,0.215614,train,1
