ledger_public_id,settlement_public_id,abs_amount_diff,relative_amount_diff,amount_ratio,date_diff_days,vendor_levenshtein_similarity,vendor_jaro_winkler_similarity,vendor_token_sort_similarity,vendor_token_set_similarity,vendor_exact_normalized_match,vendor_embedding_cosine_similarity,reference_exact_match,reference_substring_overlap,reference_similarity,reference_missing_ledger,reference_missing_settlement,reference_both_missing,candidate_count_for_ledger,candidate_count_for_settlement,competing_candidate_count,is_potential_one_to_many,is_potential_many_to_one,description_embedding_cosine_similarity
LED-000166,STL-000524-0,7192.36,0.039838,0.960162,4,0.272727,0.592157,0.272727,0.272727,0,0.0,0,0,0.0,0,1,0,3,4,5,1,1,0.0
LED-000167,STL-000167-0,0.0,0.0,1.0,0,0.428571,0.854545,0.428571,1.0,0,0.447214,1,1,1.0,0,0,0,1,1,0,0,0,0.231125
LED-000168,STL-000342-0,1362.08,0.007241,1.007241,0,0.333333,0.602801,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.09245
LED-000168,STL-000168-0,0.05,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.1849
LED-000169,STL-000169-0,0.16,6e-06,1.000006,0,0.258065,0.82963,0.258065,1.0,0,0.294884,0,1,0.461538,0,0,0,2,1,1,1,0,0.068599
LED-000169,STL-000408-0,815.89,0.028437,0.971563,3,0.307692,0.538955,0.269231,0.269231,0,-0.091003,0,0,0.230769,0,0,0,2,2,2,1,1,0.0
LED-000170,STL-000170-0,12.83,0.0001,0.9999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,3,3,1,1,0.226805
LED-000170,STL-000181-0,2153.56,0.016854,1.016854,6,0.214286,0.457407,0.214286,0.214286,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.06415
LED-000171,STL-000171-0,0.0,0.0,1.0,0,0.64,0.894118,0.64,1.0,0,0.632456,1,1,1.0,0,0,0,2,1,1,1,0,0.137199
LED-000171,STL-000027-0,7308.37,0.047178,1.047178,6,0.333333,0.535014,0.333333,0.333333,0,0.0,0,0,0.0,0,1,0,2,3,3,1,1,0.068599
LED-000172,STL-000172-0,2764.04,0.01389,0.98611,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,6,5,9,1,1,0.218218
LED-000172,STL-000574-0,3139.76,0.015778,1.015778,1,0.230769,0.417711,0.230769,0.230769,0,0.108465,0,0,0.384615,0,0,0,6,5,9,1,1,0.285774
LED-000172,STL-000034-0,996.22,0.005006,1.005006,2,0.4,0.558817,0.4,0.4,0,0.047565,0,0,0.230769,0,0,0,6,6,10,1,1,0.204124
LED-000172,STL-000064-0,5031.96,0.025286,0.974714,2,0.388889,0.556588,0.388889,0.37037,0,0.093352,0,0,0.230769,0,0,0,6,6,10,1,1,0.08165
LED-000172,STL-000394-0,823.09,0.004136,1.004136,3,0.24,0.479532,0.16,0.16,0,0.0,0,0,0.230769,0,0,0,6,6,10,1,1,0.043644
LED-000172,STL-000174-0,5059.27,0.025423,0.974577,4,0.148148,0.399854,0.222222,0.222222,0,0.0,0,0,0.307692,0,0,0,6,8,12,1,1,0.141421
LED-000173,STL-000433-0,3769.89,0.027806,1.027806,0,0.322581,0.542017,0.322581,0.322581,0,0.0,0,0,0.0,0,1,0,4,3,5,1,1,0.196116
LED-000173,STL-000173-0,0.0,0.0,1.0,1,0.526316,0.871429,0.526316,1.0,0,0.46291,1,1,1.0,0,0,0,4,3,5,1,1,0.298481
LED-000173,STL-000073-0,3997.04,0.029481,0.970519,6,0.4,0.550595,0.266667,0.266667,0,0.071429,0,0,0.230769,0,0,0,4,4,6,1,1,0.163299
LED-000173,STL-000319-0,4707.89,0.034724,0.965276,7,0.173913,0.404762,0.26087,0.26087,0,0.0,0,0,0.230769,0,0,0,4,5,7,1,1,0.04714
LED-000174,STL-000380-0,5595.87,0.028853,0.971147,0,0.25,0.417989,0.125,0.125,0,0.169031,0,0,0.0,0,1,0,2,4,4,1,1,0.036811
LED-000174,STL-000174-0,0.0,0.0,1.0,0,0.941176,0.977778,0.470588,0.470588,0,0.617213,1,1,1.0,0,0,0,2,8,8,1,1,0.147242
LED-000176,STL-000391-0,4617.33,0.026324,1.026324,2,0.222222,0.539869,0.222222,0.222222,0,0.08165,0,0,0.230769,0,0,0,2,4,4,1,1,0.077152
LED-000176,STL-000162-0,7107.95,0.040524,0.959476,2,0.153846,0.384722,0.153846,0.153846,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.044544
LED-000177,STL-000177-0,0.0,0.0,1.0,1,0.857143,0.966667,0.857143,0.857143,0,0.2,0,0,0.0,0,1,0,1,1,0,0,0,0.133631
LED-000178,STL-000178-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.262613
LED-000179,STL-000179-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.219971
LED-000180,STL-000180-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.377124
LED-000181,STL-000181-0,0.0,0.0,1.0,0,0.434783,0.855556,0.434783,1.0,0,0.46291,1,1,1.0,0,0,0,1,2,1,0,1,0.559793
LED-000182,STL-000182-0,0.0,0.0,1.0,0,0.5,0.625584,0.416667,0.461538,0,-0.172133,1,1,1.0,0,0,0,2,1,1,1,0,0.270031
LED-000182,STL-000499-0,1079.27,0.031363,0.968637,2,0.355556,0.515126,0.355556,0.222222,0,-0.070273,0,0,0.230769,0,0,0,2,2,2,1,1,0.742307
LED-000183,STL-000183-0,0.16,7e-06,0.999993,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,1,0,0,0,0.166091
LED-000184,STL-000184-0,0.0,0.0,1.0,0,0.8125,0.936842,0.8125,0.8125,0,0.731272,0,0,0.0,0,1,0,1,2,1,0,1,0.273009
LED-000185,STL-000185-0,134.98,0.007544,0.992456,0,0.352941,0.842857,0.352941,1.0,0,0.456435,1,1,1.0,0,0,0,2,1,1,1,0,0.848528
LED-000185,STL-000373-0,183.39,0.01025,1.01025,3,0.341463,0.5087,0.341463,0.341463,0,-0.055048,0,0,0.230769,0,0,0,2,2,2,1,1,0.08165
LED-000186,STL-000186-0,7.03,0.000107,0.999893,1,0.4,0.632775,0.333333,0.333333,0,0.0,1,1,1.0,0,0,0,2,1,1,1,0,0.613438
LED-000186,STL-000423-1,2230.16,0.033967,1.033967,7,0.5,0.6881,0.388889,0.388889,0,0.062622,0,0,0.230769,0,0,0,2,1,1,1,0,0.034922
LED-000187,STL-000187-0,13.0,0.000653,0.999347,0,0.5,0.625584,0.416667,0.461538,0,-0.172133,1,1,1.0,0,0,0,1,2,1,0,1,0.381
LED-000188,STL-000188-0,1305.06,0.005645,0.994355,0,0.857143,0.971429,0.857143,0.857143,0,0.6,1,1,1.0,0,0,0,2,4,4,1,1,0.365148
LED-000188,STL-000019-0,3573.42,0.015458,1.015458,5,0.142857,0.428571,0.142857,0.142857,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.140546
LED-000189,STL-000189-0,2.5,6e-05,0.99994,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,1,2,1,0,0.146059
LED-000189,STL-000176-1,749.78,0.017909,0.982091,2,0.222222,0.378431,0.296296,0.296296,0,0.0,0,0,0.230769,0,0,0,3,1,2,1,0,0.707107
LED-000189,STL-000503-0,298.24,0.007124,1.007124,4,0.206897,0.436928,0.206897,0.206897,0,0.0,0,0,0.0,0,1,0,3,2,3,1,1,0.043644
LED-000190,STL-000190-0,0.15,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,5,2,5,1,1,0.848528
LED-000190,STL-000073-0,3813.65,0.029848,1.029848,2,0.606061,0.637745,0.484848,0.666667,0,0.483046,0,0,0.307692,0,0,0,5,4,7,1,1,0.244949
LED-000190,STL-000319-0,3102.8,0.024284,1.024284,3,0.230769,0.549891,0.153846,0.153846,0,0.09759,0,0,0.230769,0,0,0,5,5,8,1,1,0.0
LED-000190,STL-000400-0,1029.84,0.00806,1.00806,6,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0,0,0,5,6,9,1,1,0.087287
LED-000190,STL-000405-0,3873.83,0.030319,0.969681,7,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.163299
LED-000191,STL-000191-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,1,2,1,0,0.864242
LED-000191,STL-000416-2,3600.98,0.039532,1.039532,1,0.227273,0.45463,0.227273,0.227273,0,0.070014,0,0,0.230769,0,0,0,3,4,5,1,1,0.746391
LED-000191,STL-000379-0,1446.71,0.015882,1.015882,6,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.167984
LED-000192,STL-000192-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,6,2,6,1,1,0.182006
LED-000192,STL-000190-0,2183.77,0.017389,1.017389,1,0.230769,0.549891,0.153846,0.153846,0,0.09759,0,0,0.230769,0,0,0,6,2,6,1,1,0.688062
LED-000192,STL-000073-0,5997.57,0.047757,1.047757,3,0.24,0.395833,0.24,0.24,0,0.101015,0,0,0.230769,0,0,0,6,4,8,1,1,0.212814
LED-000192,STL-000540-0,5943.88,0.04733,0.95267,4,0.25,0.417989,0.125,0.125,0,0.169031,0,0,0.230769,0,0,0,6,5,9,1,1,0.045502
LED-000192,STL-000319-0,5286.72,0.042097,1.042097,4,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,6,5,9,1,1,0.049147
LED-000192,STL-000400-0,3213.76,0.02559,1.02559,7,0.133333,0.431481,0.222222,0.222222,0,0.0,0,0,0.230769,0,0,0,6,6,10,1,1,0.045502
LED-000193,STL-000193-0,2263.31,0.01605,0.98395,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,2,3,3,1,1,0.136083
LED-000193,STL-000508-0,181.18,0.001285,0.998715,1,0.325581,0.514077,0.372093,0.352941,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.160514
LED-000195,STL-000195-0,9.83,5.5e-05,0.999945,0,0.947368,0.98,0.526316,0.526316,0,0.737865,1,1,1.0,0,0,0,3,2,3,1,1,0.334719
LED-000195,STL-000452-0,3006.88,0.016897,0.983103,5,0.266667,0.433333,0.266667,0.266667,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.035136
LED-000195,STL-000428-0,8197.02,0.046062,1.046062,7,0.275862,0.527485,0.275862,0.275862,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.182574
LED-000196,STL-000196-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.298541
LED-000197,STL-000197-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.35015
LED-000197,STL-000354-1,967.61,0.035344,1.035344,3,0.315789,0.606061,0.263158,0.263158,0,0.0,0,0,0.230769,0,0,0,2,1,1,1,0,0.222925
LED-000198,STL-000198-0,0.5,4.9e-05,1.000049,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.35015
LED-000199,STL-000199-0,0.4,1.7e-05,1.000017,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.233882
LED-000201,STL-000280-0,5125.5,0.041299,1.041299,7,0.263158,0.400513,0.263158,0.263158,0,-0.060302,0,0,0.0,0,1,0,2,3,3,1,1,0.453743
LED-000201,STL-000022-1,4139.85,0.033357,1.033357,7,0.588235,0.692991,0.588235,0.648649,0,0.509902,0,0,0.230769,0,0,0,2,3,3,1,1,0.192879
LED-000202,STL-000202-0,1.51,9.8e-05,0.999902,1,0.83871,0.753561,0.83871,1.0,0,0.874475,1,1,1.0,0,0,0,1,1,0,0,0,0.137199
LED-000203,STL-000203-0,0.0,0.0,1.0,1,0.972222,0.994444,0.972222,0.972222,0,0.879192,1,1,1.0,0,0,0,3,1,2,1,0,0.888336
LED-000203,STL-000451-0,3684.48,0.04279,0.95721,5,0.190476,0.416667,0.142857,0.142857,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.246183
LED-000203,STL-000038-2,3624.08,0.042088,0.957912,5,0.363636,0.589529,0.363636,0.363636,0,0.124784,0,0,0.230769,0,0,0,3,2,3,1,1,0.179124
LED-000204,STL-000335-0,657.62,0.002701,1.002701,0,0.16,0.5,0.16,0.16,0,0.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.163299
LED-000204,STL-000204-0,1369.95,0.005626,0.994374,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,5,5,1,1,0.102899
LED-000205,STL-000205-0,20.45,0.000257,0.999743,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.871813
LED-000206,STL-000206-0,19.06,0.001978,0.998022,1,0.4,0.85,0.4,1.0,0,0.453743,1,1,1.0,0,0,0,1,1,0,0,0,0.113228
LED-000207,STL-000207-0,12.12,8.3e-05,0.999917,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.159232
LED-000207,STL-000424-0,1237.84,0.008437,0.991563,1,0.26087,0.485897,0.26087,0.26087,0,0.095346,0,0,0.230769,0,0,0,3,2,3,1,1,0.063693
LED-000207,STL-000347-0,6362.49,0.043367,1.043367,4,0.235294,0.465079,0.235294,0.235294,0,0.0,0,0,0.230769,0,0,0,3,2,3,1,1,0.758098
LED-000208,STL-000208-0,0.0,0.0,1.0,0,0.636364,0.893333,0.636364,1.0,0,0.6742,0,1,0.461538,0,0,0,2,1,1,1,0,0.204124
LED-000208,STL-000008-0,7472.53,0.037742,0.962258,6,0.133333,0.422619,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.04714
LED-000209,STL-000209-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.288675
LED-000211,STL-000211-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.19146
LED-000213,STL-000213-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.340503
LED-000213,STL-000478-0,8563.99,0.048612,1.048612,3,0.26087,0.549074,0.304348,0.304348,0,-0.108465,0,0,0.307692,0,0,0,3,3,4,1,1,0.227508
LED-000213,STL-000166-0,4369.7,0.024804,1.024804,5,0.45283,0.631683,0.415094,0.415094,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.177822
LED-000214,STL-000214-0,0.08,1e-06,1.000001,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,3,4,1,1,0.308607
LED-000214,STL-000127-0,1036.84,0.017425,0.982575,0,0.272727,0.486202,0.272727,0.171429,0,0.080257,0,0,0.230769,0,0,0,3,4,5,1,1,0.742308
LED-000214,STL-000501-2,126.46,0.002125,1.002125,2,0.4,0.507218,0.4,0.47619,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.701068
LED-000215,STL-000215-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,4,3,0,1,0.222925
LED-000216,STL-000365-0,1371.16,0.011785,1.011785,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,2,4,4,1,1,0.186772
LED-000216,STL-000397-0,3657.51,0.031437,0.968563,5,0.24,0.517157,0.16,0.16,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.499169
LED-000217,STL-000217-0,859.57,0.008206,0.991794,0,0.666667,0.9,0.666667,1.0,0,0.673575,0,0,0.0,0,1,0,5,1,4,1,0,0.1788
LED-000217,STL-000049-0,887.46,0.008473,0.991527,2,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,5,2,5,1,1,0.0
LED-000217,STL-000031-0,2025.96,0.019342,1.019342,3,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,5,3,6,1,1,0.196589
LED-000217,STL-000286-0,1350.16,0.01289,0.98711,5,0.380952,0.603205,0.380952,0.380952,0,0.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.73721
LED-000217,STL-000421-0,2172.07,0.020737,0.979263,6,0.235294,0.458333,0.235294,0.235294,0,0.0,0,0,0.230769,0,0,0,5,5,8,1,1,0.101477
LED-000218,STL-000218-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.162088
LED-000219,STL-000219-0,0.0,0.0,1.0,5,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.318788
LED-000220,STL-000220-0,16.13,8.5e-05,0.999915,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.347183
LED-000220,STL-000428-0,3477.2,0.018337,0.981663,5,0.391304,0.648343,0.347826,0.347826,0,0.050572,0,0,0.0,0,1,0,2,3,3,1,1,0.231455
LED-000221,STL-000106-0,770.3,0.021343,0.978657,0,0.363636,0.580891,0.409091,0.409091,0,0.048507,0,0,0.384615,0,0,0,3,2,3,1,1,0.55301
LED-000221,STL-000221-0,656.29,0.018184,0.981816,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,2,3,1,1,0.61807
LED-000221,STL-000080-0,494.21,0.013693,0.986307,7,0.137931,0.512222,0.137931,0.137931,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.140546
LED-000223,STL-000431-0,5566.46,0.030044,1.030044,3,0.235294,0.402116,0.235294,0.235294,0,-0.09325,0,0,0.230769,0,0,0,1,4,3,0,1,0.287214
LED-000224,STL-000224-0,2908.87,0.0139,0.9861,2,0.375,0.769231,0.375,0.375,0,0.0,1,1,1.0,0,0,0,2,1,1,1,0,0.219971
LED-000224,STL-000321-0,3331.19,0.015918,0.984082,5,0.294118,0.540446,0.294118,0.294118,0,0.0,0,0,0.230769,0,0,0,2,2,2,1,1,0.114876
LED-000225,STL-000215-0,4131.85,0.017206,1.017206,1,0.4,0.570324,0.4,0.380952,0,0.0,0,0,0.230769,0,0,0,1,4,3,0,1,0.830291
LED-000226,STL-000554-0,7407.76,0.043711,0.956289,7,0.333333,0.561905,0.333333,0.333333,0,0.0,0,0,0.230769,0,0,0,1,3,2,0,1,0.175075
LED-000227,STL-000561-0,3814.98,0.021405,0.978595,4,0.388889,0.556588,0.388889,0.37037,0,0.093352,0,0,0.230769,0,0,0,1,3,2,0,1,0.087287
LED-000228,STL-000228-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,3,3,1,1,0.545705
LED-000228,STL-000259-0,3708.27,0.026407,0.973593,2,0.292683,0.510582,0.292683,0.292683,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.454754
LED-000229,STL-000229-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.296334
LED-000229,STL-000342-0,1923.17,0.010048,0.989952,2,0.4,0.490079,0.4,0.4,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.254
LED-000229,STL-000168-0,3285.2,0.017164,0.982836,3,0.24,0.495098,0.16,0.16,0,0.0,0,0,0.230769,0,0,0,3,3,4,1,1,0.211667
LED-000230,STL-000230-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.848528
LED-000230,STL-000368-0,5768.61,0.03258,1.03258,1,0.176471,0.0,0.176471,0.176471,0,0.09325,0,0,0.307692,0,0,0,3,2,3,1,1,0.087287
LED-000230,STL-000134-0,6927.6,0.039125,0.960875,6,0.125,0.324691,0.125,0.125,0,0.0,0,0,0.307692,0,0,0,3,2,3,1,1,0.754247
LED-000231,STL-000231-0,1432.36,0.019474,0.980526,0,0.631579,0.574786,0.631579,1.0,0,0.603023,0,1,0.461538,0,0,0,2,1,1,1,0,0.194666
LED-000231,STL-000108-0,2050.57,0.027879,0.972121,5,0.105263,0.41453,0.210526,0.210526,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.102899
LED-000232,STL-000232-0,0.0,0.0,1.0,0,0.6,0.885714,0.6,1.0,0,0.57735,1,1,1.0,0,0,0,3,2,3,1,1,0.910642
LED-000232,STL-000236-0,2965.23,0.031879,1.031879,3,0.086957,0.28836,0.086957,0.086957,0,0.109109,0,0,0.0,0,1,0,3,4,5,1,1,0.036811
LED-000232,STL-000075-0,69.23,0.000744,1.000744,3,0.6,0.885714,0.6,1.0,0,0.57735,0,0,0.230769,0,0,0,3,3,4,1,1,0.443039
LED-000235,STL-000235-0,0.08,6.1e-05,1.000061,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.127688
LED-000236,STL-000236-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,2,4,4,1,1,0.178174
LED-000236,STL-000075-0,2896.0,0.030173,0.969827,2,0.133333,0.425926,0.133333,0.133333,0,0.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.783547
LED-000237,STL-000237-0,0.0,0.0,1.0,0,0.923077,0.984615,0.923077,0.923077,0,0.555556,1,1,1.0,0,0,0,2,3,3,1,1,0.186772
LED-000237,STL-000470-0,484.96,0.011729,0.988271,0,1.0,1.0,1.0,1.0,1,1.0,0,0,0.230769,0,0,0,2,3,3,1,1,0.035944
LED-000238,STL-000238-0,0.0,0.0,1.0,2,1.0,1.0,1.0,1.0,1,1.0,0,0,0.0,0,1,0,1,2,1,0,1,0.260875
LED-000239,STL-000239-0,0.0,0.0,1.0,1,0.181818,0.608187,0.272727,0.272727,0,0.0,0,0,0.0,0,1,0,1,1,0,0,0,0.137199
LED-000240,STL-000431-0,3681.52,0.018926,0.981074,2,0.3,0.579867,0.3,0.3,0,0.13901,0,0,0.230769,0,0,0,1,4,3,0,1,0.044544
LED-000242,STL-000242-0,1770.7,0.019642,0.980358,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,3,3,4,1,1,0.879883
LED-000242,STL-000461-0,2354.01,0.026112,1.026112,2,0.285714,0.45098,0.285714,0.230769,0,0.0,0,0,0.0,0,1,0,3,3,4,1,1,0.123208
LED-000242,STL-000069-0,2697.6,0.029924,1.029924,6,0.352941,0.480392,0.352941,0.32,0,0.099381,0,0,0.230769,0,0,0,3,5,6,1,1,0.211667
LED-000243,STL-000243-0,0.06,1e-06,0.999999,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.182006
LED-000244,STL-000519-1,993.86,0.038133,1.038133,7,0.263158,0.400513,0.263158,0.263158,0,-0.060302,0,0,0.230769,0,0,0,1,1,0,0,0,0.285774
LED-000245,STL-000245-0,2096.84,0.009449,0.990551,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.870988
LED-000246,STL-000092-0,447.03,0.018668,0.981332,2,0.277778,0.534524,0.277778,0.277778,0,-0.074536,0,0,0.230769,0,0,0,1,2,1,0,1,0.340503
LED-000247,STL-000247-0,0.0,0.0,1.0,0,0.972222,0.994444,0.972222,0.972222,0,0.886076,0,1,0.461538,0,0,0,4,2,4,1,1,0.143223
LED-000247,STL-000491-0,2888.26,0.013287,1.013287,2,0.285714,0.549003,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,4,3,5,1,1,0.130744
LED-000247,STL-000014-0,8342.01,0.038376,0.961624,4,0.25,0.5,0.25,0.25,0,-0.054233,0,0,0.0,0,1,0,4,3,5,1,1,0.098058
LED-000247,STL-000346-0,3280.88,0.015093,1.015093,5,0.285714,0.549003,0.285714,0.285714,0,0.0,0,0,0.230769,0,0,0,4,4,6,1,1,0.823853
LED-000248,STL-000248-0,0.25,2e-06,1.000002,0,0.972222,0.994444,0.972222,0.972222,0,0.941176,1,1,1.0,0,0,0,2,5,5,1,1,0.563602
LED-000248,STL-000338-0,524.95,0.004693,1.004693,3,0.190476,0.416667,0.142857,0.142857,0,0.0,0,0,0.0,0,1,0,2,5,5,1,1,0.129099
LED-000249,STL-000249-0,4186.57,0.017621,0.982379,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,3,4,1,1,0.19245
LED-000249,STL-000146-0,9000.59,0.037882,0.962118,1,0.173913,0.48366,0.173913,0.173913,0,0.0,0,0,0.230769,0,0,0,3,4,5,1,1,0.041996
LED-000249,STL-000518-0,8405.14,0.035376,0.964624,3,0.380952,0.604777,0.333333,0.333333,0,0.056344,0,0,0.230769,0,0,0,3,5,6,1,1,0.725775
LED-000250,STL-000250-0,0.38,4e-06,1.000004,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,2,1,1,1,0,0.178174
LED-000250,STL-000101-0,2582.57,0.029056,0.970944,7,0.153846,0.436508,0.153846,0.153846,0,0.0,0,0,0.0,0,1,0,2,2,2,1,1,0.047246
LED-000251,STL-000251-0,0.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,3,2,0,1,0.879883
LED-000252,STL-000252-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,2,1,0,1,0.255377
LED-000253,STL-000253-0,0.02,0.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,1,1,0,0,0,0.849706
LED-000254,STL-000254-0,0.28,4e-06,1.000004,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,1,0,0,0,0.248734
LED-000255,STL-000352-0,4060.09,0.032211,1.032211,1,0.2,0.479853,0.1,0.1,0,0.0,0,0,0.230769,0,0,0,1,4,3,0,1,0.094281
LED-000256,STL-000256-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,2,1,0,1,0.888336
LED-000257,STL-000257-0,0.0,0.0,1.0,0,0.526316,0.871429,0.526316,1.0,0,0.46291,0,0,0.0,0,1,0,1,2,1,0,1,0.179029
LED-000258,STL-000258-0,0.0,0.0,1.0,1,0.387097,0.848,0.387097,1.0,0,0.4,1,1,1.0,0,0,0,1,1,0,0,0,0.501602
LED-000259,STL-000259-0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1,1.0,0,1,0.461538,0,0,0,1,3,2,0,1,0.184812
LED-000260,STL-000260-0,757.17,0.018761,0.981239,0,0.888889,0.96,0.888889,0.888889,0,0.782624,0,1,0.461538,0,0,0,1,1,0,0,0,0.309994
LED-000261,STL-000261-0,0.36,2e-06,1.000002,0,1.0,1.0,1.0,1.0,1,1.0,1,1,1.0,0,0,0,3,1,2,1,0,0.182574
LED-000261,STL-000549-0,7893.48,0.040265,1.040265,1,0.125,0.417989,0.25,0.25,0,0.0,0,0,0.307692,0,0,0,3,3,4,1,1,0.244949
LED-000261,STL-000039-0,371.31,0.001894,0.998106,7,0.176471,0.0,0.176471,0.176471,0,-0.09325,0,0,0.307692,0,0,0,3,3,4,1,1,0.516398
